,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,halfwidth,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,nondectime,halfwidth,umixturecoef
0,17.0,5.976945140412736,6.146009527696999,6.67157075556287,6.5969191263659885,7.153930077690539,-0.7834281050581304,-0.6005740967489249,-0.5758352522579389,-0.5009094616048649,0.6804647340398311,0.9551389625087889,0.05470177070051843,0.23156857713045845,0.04684988219194347,0.07746604037957097,0.7562412831372489,1.0,0.8652703441350656,0.6961936287289059,0.2899496090183085,0.3446793265035202,0.2658497981222571,0.2862700284559313,0.2724826912446289,0.16511678085808174,0.13191611377678536,0.12690541386666915,0.11649429202088729,0.1162824992820673,0.0021339870518175125,0.4021826001829707,0.07282709077638579,0.013267058421823599
