,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime,umixturecoef
0,14.0,9.365851943837455,9.912902760745393,-0.9883500635631572,-0.6842206148141933,-0.5430907641355502,-0.506679836398795,0.5390073229622216,0.7600139763886307,0.004776445474136262,0.21417568004984183,0.09998365174433041,0.5124683668536023,1.0,0.6409686234197793,0.4489780561380561,0.29965492442383684,0.3068457621151883,0.1706131850159595,0.15488167294277644,0.0012855288046944927,0.3293555307912418,0.016760604428877574
