,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime,umixturecoef
0,13.0,9.992747248913751,9.998915505418267,-0.9088382693437493,-0.9057541494173682,-0.964289141655265,-0.9516837671023627,0.22995219289743352,0.13832777144098118,0.04440506159594627,0.380922966746477,0.028983790558917717,0.5200285275804925,0.8031182515927223,0.4802879625341064,0.26070592217266614,0.23097897999062972,0.22536462737336244,0.14907084473154575,0.12633525887869224,0.0010025233796403937,0.373311223228983,0.03698901573291258
