,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,halfwidth,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,nondectime,halfwidth,umixturecoef
0,9.0,9.999183069453593,9.932015827366214,9.609565035682259,9.680274855995314,9.387564177510654,-0.8204458988409625,-0.9703290137356814,-0.9887233031266652,-0.9908344247913078,0.19996183549995594,0.10182986610608369,0.07998553399918439,0.48611616143006575,0.09755868941500305,0.011109334330138394,0.6456360748928082,1.0,0.6393899494231228,0.32070959868142773,0.2658062343954583,0.24233298074259274,0.2637911268230111,0.21979823686642663,0.20621705696769244,0.12625585829929087,0.12689604354254302,0.11194589436785002,0.10539333140882806,0.10468707552956436,0.012595829150061862,0.4264746567720031,0.06298668909000901,0.014502012158069589
