,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime
0,12.0,9.954839540944466,9.709209570018551,-0.918008600933769,-0.9109755566860449,-0.6694392260947539,-0.9677197974747515,0.24309132190240934,0.20468301631317276,0.0337550820524382,0.25675660710421244,0.457004990836934,0.7254221461436795,0.4019092864487804,0.23239365606236642,0.2521825714898566,0.23797987612063354,0.18913600914657952,0.1614825804858523,0.0010009398385032314,0.2736213611392286
