,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime,umixturecoef
0,1.0,9.656459902343112,9.973709927909054,-0.7987421747395418,-0.9486824590588656,-0.8588991671029306,-0.985937748149141,0.16965737870217135,0.1389012967748453,0.058721945988431515,0.3754775588782451,0.012207620339562776,0.7910735197842124,1.0,0.7102137207628826,0.3600503387505213,0.20452241304683405,0.1515436546062059,0.14025544679034468,0.13030057586337257,0.0009212159341118603,0.36427058511635496,0.01391869632865165
