,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime,umixturecoef
0,17.0,3.5827819232853964,3.993574323953349,-0.8879516792431394,-0.7007287538723317,-0.6617382355063512,-0.6297602764577558,0.851015132546914,1.1206734393225453,0.017403656286403328,0.18303925845199087,0.06893706857805898,0.7803799953719321,1.0,0.8784227406538353,0.7424565569937899,0.3685644979273437,0.31632622329065585,0.18378021900917407,0.1409525430495246,0.001316561270720308,0.36191411606321033,0.022048665519933907
