,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime
0,10.0,9.990096545528443,9.975086020954507,-0.9947227837523167,-0.9712832294217928,-0.9908447808338026,-0.9980347916217452,0.18481665866747354,0.1696628774135882,0.04247072214732758,0.28008979218557994,0.6747979427794016,0.9966639657465499,0.6659940586599113,0.5022509362691816,0.26334846537802276,0.2621163248531315,0.16228747620660916,0.13510995449212787,0.0015612314515312115,0.2814691149116252
