,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime
0,17.0,5.96705242322321,9.831250367673832,-0.18244744240654553,-0.1351571553888461,-0.09723200934193066,-0.11664322289437778,0.9123456675768467,0.954922423776619,0.0028187332440335333,0.12679042343903574,0.715489641477665,0.7605373593938322,0.7838444682224626,0.5833681517319879,0.36839182728532804,0.32639923558043343,0.21285462446325304,0.18761964691629168,0.0018566006750080563,0.3182061598652079
