,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,11.0,-576.3720339071559,-1029.6027078146792,-1039.3506753741963,-1923.1333447012198,0.0,0.0
