,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime,umixturecoef
0,16.0,8.154056991582596,9.96187229893069,-0.967970365576837,-0.7979830217313673,-0.471379663917446,-0.7356208053238416,0.5684529613683349,0.16469789889842312,0.02022661689782207,0.27615525298036936,0.06272781905219237,0.47006403628498505,0.6893853437571894,0.47577981567975836,0.3428581675987635,0.2902573496672704,0.26956606325146876,0.1805758324419488,0.13984960495844673,0.002265864150670642,0.29607013279732486,0.019808019333580854
