,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,8.0,895.1788916475169,728.6042780608135,1903.2585467153244,1592.6894722259758,0.0,0.0
