,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,15.0,82.97321266104404,-165.14847306887094,249.09010949559018,-247.1532619642398,0.0,0.0
