,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,halfwidth,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,nondectime,halfwidth,umixturecoef
0,15.0,6.10048049862084,9.98542009216566,9.964731308679486,9.694191535184832,9.996686567202136,-0.9999306252538602,-0.9979989576518615,-0.7644719922603833,-0.9250221579082265,0.5599797093039516,0.10395514567279207,0.05409073135826236,0.4334050416677952,0.12891439418549194,0.043802411617172334,0.6279637764729404,0.8519978084383432,0.6384203311509137,0.37728666758417534,0.361959370373667,0.25396674522122753,0.2535153417774537,0.2631728465538888,0.24376502170467096,0.14462823884413628,0.10636575585615904,0.10115031194343826,0.10621541766383569,0.1034640342571354,0.0012863947265541464,0.41797149141909395,0.08988136937886669,0.004999104535619569
