,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,6.0,629.2945660824524,-54.83242132238895,1334.1742995953614,-34.079675214321455,0.0,0.0
