,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,3.0,-256.7251592946831,-301.4098890584324,-437.849513939148,-527.2189734666465,0.0,0.0
