,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime
0,9.0,6.021246551470069,9.950239698048808,-0.1838330212860575,-0.11042716247207118,-0.06500288794142994,-0.13346289239093423,0.8925742765584059,0.9095153728403251,0.002006568410574547,0.10197012687855389,0.6411631458451109,0.7570982535686921,0.6060865301352033,0.3310262512242632,0.29448080960650064,0.2501669407234995,0.16238584839837172,0.13791156839541652,0.0021491755258222778,0.36565542379695914
