,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,10.0,-522.4633727688524,-856.3281636790387,-961.7658604224647,-1629.4954422428373,0.0,0.0
