,Subject,k,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,l,m1,m2,m3,mNW,BA,BS,x0,sz,nondectime,"LogLoss (nlDDM, train)","LogLoss (OU, train)","BIC (nlDDM, train)","BIC (OU, train)","LogLoss (nlDDM, test)","LogLoss (OU, test)","BIC (nlDDM, test)","BIC (OU, test)",# train samples,# test samples
0,16.0,7.921707149851395,-0.7569149184341747,-0.6931575743853176,-0.636563762596706,-0.6847738854358738,0.8460550355677181,1.0652872087918428,-0.5380984402722242,0.4726650148165584,0.12685297444144356,0.10100251739193755,0.6909658193587216,0.5900646577351187,0.4452609611555669,0.5266695547004536,0.27541163875862384,0.1891504616156161,-0.2464404181415224,0.009575778742112184,0.23748207792054302,263.8871603510151,302.64791385810383,601.0652580644961,678.5867650786736,66.25059590576804,160.21012232031075,191.9553978976018,379.87445072668726,1524.0,382.0
