,Subject,k,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,l,m1,m2,m3,mNW,BA,BS,x0,sz,nondectime,"LogLoss (nlDDM, train)","LogLoss (OU, train)","BIC (nlDDM, train)","BIC (OU, train)","LogLoss (nlDDM, test)","LogLoss (OU, test)","BIC (nlDDM, test)","BIC (OU, test)",# train samples,# test samples
0,8.0,0.752287310922549,-0.7602409356042151,-0.21930529625278516,-0.03215379901666271,-0.49699792291057365,1.8474640702387233,2.9620124507974426,-0.053740403439249684,0.9654780249275532,0.16200731097570825,0.1,0.6056813948018337,0.3317053192234594,0.17632362979589392,0.4283536379115917,0.34427455589955125,0.19460217174070893,-0.22721543813355838,0.003159824954938273,0.17679737007909319,882.8977131231461,884.5101781573508,1838.8338584990693,1842.0587885674786,218.32310751277865,228.01395709593538,495.80823565163166,515.1899348179451,1486.0,371.0
