,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,5.0,5.097451271337171,8.884886122923438,-0.9589369523749709,-0.8907894990868135,-0.8519482531570508,-0.8811963585494216,1.606891551326492,1.638904609182752,-0.7792620052773264,0.29004191821168274,0.23878863115083923,0.9675195747922319,1.0,0.9908752236039609,0.7823093118112571,0.2650095925996862,0.27822817214769213,0.15507193708032885,0.1366121968407482,-0.24573104159466774,0.022299946577938656,0.31310871909092963
