,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,14.0,3.056783868142996,5.880793161652448,-0.9326713974897444,-0.7716204932434745,-0.6240730300507837,-0.7094310537113954,1.1885430577546876,1.2046275121653105,-0.26660965388614444,0.7904248931868072,0.2533877903223352,0.5388163885619621,0.7222894618613386,0.6327879775266735,0.45057515260983294,0.3016041526435758,0.3288970130526462,0.18859722884312347,0.17660497994120317,-0.11280483525716067,0.01344480546983412,0.27702103335691736
