,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,10.0,5.470559713866122,6.219120767406128,-0.9796074928883445,-0.7523178352675094,-0.604004173602881,-0.8332834928532362,1.1012669890663693,1.5084545911902487,-0.3781638704277567,0.8726453043896771,0.2503375396295296,0.6648224932582266,0.9774778927000445,0.7279444035245024,0.537311466058808,0.2258132027391474,0.24612083761473114,0.15918216986604772,0.13723883936830816,-0.15658753713026596,0.07353477022422245,0.28279462894395807
