,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,sz,nondectime
0,10.0,5.026073833283206,4.883760349468469,5.693846981229813,5.113014166893942,5.835784459149634,-0.9628236125670979,-0.7775139332672021,-0.6750965436181653,-0.868858001255058,1.2169103432045683,1.6686889593668501,-0.4657214260020064,0.8825023138629963,0.25095299102084395,0.7098552956237449,0.9823858192639163,0.6878563624671447,0.6264989579503087,0.23340415643198403,0.2437838683683079,0.24925783692517878,0.27961721124241257,0.2346417693752068,0.1671699378095875,0.159793923604449,0.14654964448522145,0.13794947697374987,0.12864373343785196,-0.1705695082489217,0.04423119616803495,0.2820534228457493
