,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,14.0,9.950662572384466,8.653583726542868,-0.9830930738748944,-0.8303065969405171,-0.3630367479146275,-0.6415498014745087,0.41436255757842355,0.16479063195635968,0.2657985677064969,0.023785706845819043,0.31467017952302617,0.5333423434120756,0.7226423331690429,0.6327279589896739,0.4466143000064709,0.3034288742367739,0.3267999039492412,0.19053919987058598,0.17595549915068087,-0.11212327546043721,0.011144948575931513,0.2773085960875974
