,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,sz,nondectime
0,1.0,9.726735522857787,9.47747225806139,9.676398901356933,9.859759893575305,9.887262528663378,-0.9975470619408038,-0.9897070909230846,-0.9134401370712476,-0.9602233786172267,0.19884958683582976,0.1474612313296877,0.3649091506888469,0.006596928065319474,0.35320695100657823,0.7325753710969155,0.9034438331481386,0.6345904708281442,0.3671921204269449,0.20815690968652917,0.21262415244530375,0.17662320583887142,0.16337213664671513,0.1713372136545867,0.1795008300866251,0.15875025015797295,0.14566435966143038,0.14563887738444858,0.1412506931504846,-0.02470458398240616,0.0722509029455517,0.3507597042528835
