,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,sz,nondectime
0,11.0,9.968530387382147,9.921772823910345,9.954892576580825,9.967312344475385,9.981762453998883,-0.9912427723291893,-0.9904452184327117,-0.9781259566988558,-0.9941685683459155,0.23954126775093343,0.13447751005959407,0.2951597556829404,0.00653336665414056,0.33308408043363746,0.7558228904480104,1.0,0.7054729531679734,0.4703905829578411,0.21825564290705995,0.20826023350791578,0.1970170783789224,0.1895774104312743,0.18731222981641937,0.1606459636525448,0.134009459947046,0.1338229127532684,0.13666022750219065,0.14353134391269606,-0.1891299200609028,0.09193681861498787,0.3308130431916194
