,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,9.0,3.8077205335587543,4.506163668886648,-0.9348887189439165,-0.7576548262618615,-0.6586506604778098,-0.8352798460078533,1.212250808900572,1.6897299368499494,-0.3948094721138373,0.8297269151469697,0.3079963942407558,0.6687233820298217,0.7470198932507288,0.6029234464126221,0.3192294863223425,0.28250075614339926,0.2420724818676539,0.15822490364457753,0.13048227817510566,-0.03736752109504238,0.026854999179393046,0.36721312413436835
