,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,13.0,6.264923801627285,6.763206608892562,-0.8029439281420967,-0.6285845595074115,-0.43488493871794426,-0.6883105525943681,0.8700013084699219,1.2018707043112,-0.19984671700908052,0.8708758555614545,0.29570999962684175,0.4608791553839839,0.6209921611347204,0.4966101363167759,0.2705390825890024,0.2525635442707258,0.24804953848438688,0.1646063416739726,0.17119322430957234,-0.09651941038097289,0.026900312890436706,0.3221550554863186
