,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,11.0,5.935495938370913,9.971715629970468,-0.9730095221610072,-0.6676476779184688,-0.583886715911879,-0.7517197310128985,1.169334155696475,1.2342278981452344,-0.34946023778924995,0.8577324238121773,0.30960296392027553,0.750441095466985,1.0,0.7009597774737365,0.47419721926758873,0.2121443237235252,0.18996388492126604,0.14199091643333905,0.13129731116950027,-0.19556898899441733,0.013201392006825796,0.33330629599417627
