,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,13.0,4.879937333373305,8.568054491535298,-0.8236414466839301,-0.6404538900034731,-0.4526107556196798,-0.6854380582814155,1.010732758020362,1.024962390866229,-0.21910995721221393,0.8525043846262408,0.292339381607757,0.4619807059625523,0.6249882573651311,0.514087885741194,0.2846025584936049,0.2530550010668007,0.24572411874708894,0.16224763447187363,0.1701754091253369,-0.09245044337959218,0.016633955304980352,0.3247597226481105
