,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,5.0,8.231129700472263,8.53349248641591,-0.9632246044690386,-0.8386970120801452,-0.7854125138841386,-0.8347175457254526,1.0868679900156961,1.449560475154097,-0.678450956698387,0.3669454391660192,0.237822905635542,0.9774875237870049,1.0,1.0,0.793287115898684,0.2605475849239838,0.276509091536058,0.1548482693441504,0.14396704670628457,-0.2596460873735288,0.05502913403445475,0.3101038956826784
