,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime,umixturecoef
0,11.0,9.972861780603022,9.958070820238142,-0.9422647815371763,-0.9121348466674911,-0.9863407516385707,-0.9816449935341839,0.17437919763966514,0.11028683527659666,0.03440213339754982,0.3725351279745581,0.007054598870034602,0.6589751263822774,1.0,0.5959056557033714,0.3629161601228735,0.2134810843412715,0.18228373639481182,0.1280458884004912,0.11313411959830327,0.0021774670226840237,0.36305063867176895,0.0063476059138338915
