,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,6.0,6.709262617029235,9.888354573284584,-0.8886279434184673,-0.8403732068560278,-0.8050244978401209,-0.8381550414082882,1.3360491064149265,1.3672750380860843,-0.7604487656063913,0.29427596104920456,0.16540067266347286,0.7745722355879295,1.0,0.8054119034349057,0.5733076960423666,0.2560104950096186,0.2556215294912482,0.19474558665153935,0.16927945228257263,-0.365125530602325,0.013098733595415912,0.23114035800426747
