,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,1.0,-272.8649754653117,-947.8683860158368,-470.12914628040517,-1820.1359673814552,0.0,0.0
