,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,5.0,-1444.0116656504194,-1240.1628437779032,-2804.862446185599,-2397.1648024405663,0.0,0.0
