,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,16.0,235.23401802010017,379.579455552456,553.5484189665559,842.2392940312676,0.0,0.0
