,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime
0,6.0,9.890406303456896,9.999854851722496,-0.9993654537163313,-0.9952389222440949,-0.9200784995065039,-0.9828211636411692,0.21862906627354128,0.18825322764266472,0.02955400594248274,0.23249042057271604,0.5449736722288901,0.7390576701729835,0.5639746879841386,0.3590038559364943,0.26993375941239744,0.2775527117094196,0.19261451176639394,0.1583186768422134,0.0006806991128349149,0.23309958393792768
