,B (DDM),v (DDM),x0 (DDM),sz (DDM),k,z,a/B,x0,sz
0,0.2,0.2,0.0,0.0,9.936680242034036,-0.9588003309080022,0.19873110243646064,0.11764133255385478,0.009585651387781224
1,0.2484848484848485,0.2,0.0,0.0,9.988780812754513,-0.9893876625427253,0.2618407978823587,0.065185806771199,0.053230112398877205
2,0.296969696969697,0.2,0.0,0.0,9.11089394191252,-0.25356433838626397,0.5910000154065823,0.04150894898734481,0.6732781528914671
3,0.34545454545454546,0.2,0.0,0.0,9.812496661748117,-0.8364455410975157,0.3545584512660187,-0.059190809994834837,0.1762867760814666
4,0.3939393939393939,0.2,0.0,0.0,7.723263820436901,-0.226788241271222,0.5830000007147594,0.02815671650744367,0.32620655992327685
5,0.44242424242424244,0.2,0.0,0.0,5.821938237695856,-0.3813789063448442,0.6150000024450226,-0.024155420948535733,0.3440093033708356
6,0.4909090909090909,0.2,0.0,0.0,5.120453836860455,-0.6077703107442899,0.6399999182026789,-0.23320848400551764,0.2073177133714681
7,0.5393939393939394,0.2,0.0,0.0,3.927993404671473,-0.6654869981492604,0.6380000039899785,-0.15066888137199963,0.34278256113783456
8,0.5878787878787879,0.2,0.0,0.0,4.110210737454394,-0.6939439797145539,0.6510000379963604,-0.2346309297355501,0.08113280072556517
9,0.6363636363636364,0.2,0.0,0.0,1.6580978359280483,-0.8724943088436665,0.9169999986124733,-0.1995648719906422,0.3703598901091354
10,0.6848484848484848,0.2,0.0,0.0,1.314151751967764,-0.9872502330840803,0.9399999744620597,-0.19940807257233972,0.3717275200838024
11,0.7333333333333334,0.2,0.0,0.0,2.4085697790925376,-0.8565642434668841,0.8027355249549293,-0.3843546090761931,0.00734449755066624
12,0.7818181818181817,0.2,0.0,0.0,1.4258091610508217,-0.999394761357445,0.9865777023679541,-0.3354244392115666,0.27338342031909435
13,0.8303030303030303,0.2,0.0,0.0,1.137164679135453,-0.48991912878742816,1.332343270583097,-0.21520077295338325,0.028128625738258917
14,0.8787878787878789,0.2,0.0,0.0,1.083571228060912,-0.7044891439976104,1.3489999941256905,-0.42869304233501415,0.010871760823491394
15,0.9272727272727272,0.2,0.0,0.0,1.0922326876239303,-0.6845252674976061,1.270999983054694,-0.33797504505219533,0.023597708959313568
16,0.9757575757575758,0.2,0.0,0.0,0.10068616787878515,-0.9173738499621782,3.7509876993053983,-0.14390971215726456,0.3513314143845587
17,1.0242424242424242,0.2,0.0,0.0,0.10015940010986935,-0.9720205308151214,4.6977779393664605,-0.6293694800354728,0.2612713821378987
18,1.0727272727272728,0.2,0.0,0.0,0.10000060015732526,-0.9873992598732284,3.805999569204856,-0.34724829560687465,0.33670669378390516
19,1.1212121212121213,0.2,0.0,0.0,0.10084598984585202,-0.9269229501615796,4.008987866178863,-0.41229622527419574,0.2709021172732098
20,1.1696969696969697,0.2,0.0,0.0,0.3384984926926151,-0.9913854515744223,1.8709390314403964,-0.32712496361297183,0.17459432091968607
21,1.218181818181818,0.2,0.0,0.0,0.10000160405132341,-0.9539895012019043,3.311694035844488,-0.04046252461221067,0.34000179060956337
22,1.2666666666666666,0.2,0.0,0.0,0.10033354098768622,-0.9826140893620685,3.6629999902173314,-0.32633894982280165,0.29444598132587374
