,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,8.0,1140.5611022947296,1024.4309412934556,2386.496250448397,2176.816081129907,1.356525415875682,1.3884246870131198
