,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime,umixturecoef
0,10.0,4.217133332481149,4.5582819524740135,-0.6219407865243745,-0.4576857053707347,-0.43277434589852815,-0.49302447959104767,1.0015107310214284,1.2174857515257103,0.008933533976337352,0.13962042059347135,0.09966783823780143,0.758191770601177,1.0,0.7160171503140605,0.5018361485149562,0.2468490176874374,0.23614360829801273,0.14988509566102814,0.119216753364633,0.0021359330865695497,0.3142591672191204,0.011291023724700689
