,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,10.0,5.595201906449857,9.37060885884618,-0.984247311914973,-0.7688863624792364,-0.701196136449018,-0.8448421139847785,1.212879128092046,1.2759270465706765,-0.5467633175932084,0.7500706936026673,0.23866158401008455,0.6583711682535686,0.999872622907198,0.7349723299629825,0.5847944889004769,0.23101075826000067,0.24586807500274316,0.15369276332802773,0.13229972742570462,-0.17751642485021957,0.0650882883746362,0.2827629646794985
