,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,6.0,8.82096729120042,9.42678905291179,-0.8739012669515076,-0.8220061509576357,-0.7746006604087342,-0.814551826193017,1.0928306190798445,1.3299999831816374,-0.7258453011101524,0.3717895874204501,0.16986865767345322,0.7874446791853077,1.0,0.818646497326729,0.5823714907080302,0.2550859289345416,0.26951630465663134,0.19690564201580874,0.16738706547228854,-0.35802795524807296,0.0282467377317685,0.23405857188654017
