,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,7.0,8.3951188684835,9.98695330657836,-0.722610767881875,-0.645667956854459,-0.6237889494055113,-0.6954587446689207,0.9670912459378469,1.1044343478254128,-0.5927826944558251,0.27721394988147724,0.10053102986595952,0.6166011728442043,0.8587348728886876,0.5800104223226417,0.4191215196373908,0.25162075307218074,0.23967792096991364,0.2135345986090963,0.16907847291351485,-0.32683835068140565,0.007743406927672114,0.20093144708218724
