,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,13.0,93.6774413985016,199.20493688386102,270.3308896107631,481.38588058148196,0.0,0.0
