,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime
0,1.0,9.991477327720963,9.95554989929365,-0.9772237211300733,-0.9823555978327397,-0.841954636722964,-0.977830241770252,0.17484846669055276,0.15915080723713348,0.055582531933410145,0.3516453296647494,0.6808198719847719,0.9670335093070302,0.6344914757859428,0.3088734388063827,0.20784738673596465,0.1624019628403559,0.16595669423576342,0.1515000998406611,0.0007434946554503233,0.3510203772154303
