,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,12.0,228.02828092759913,-101.09216333271219,569.4108204353918,-66.1592163691922,0.0,0.0
