,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,8.0,4.537705588223345,9.932964996501864,-0.6190434432811397,-0.47368552102203626,-0.38031756015042734,-0.5434225369214056,0.805000001851503,0.9228787638898686,-0.3552942061041502,0.48807994055887516,0.10966473390176518,0.472928351913575,0.6437149032756811,0.36350512943541896,0.19560203005624477,0.38829643830628247,0.31517895214479263,0.22668418231724746,0.18755444776562963,-0.27123320508756943,0.03275059641300537,0.1768526148070823
