,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,3.0,-353.9262269087211,-584.5826650596528,-594.4512468421148,-1033.0838817489125,0.0,0.0
