Subject,k,z0,z1,a/B,x0,sz,nondectime,v0,v1,B,x0,sz,nondectime
1.0,5.184751599983303,-0.9741945551268566,-0.96941909202837,1.2900000034852876,-0.6598074429104419,0.2221139116116184,0.1873782660304126,1.886248700626805,1.8466073419497977,0.2973705811625308,-0.4470889669651691,0.4221623995842286,0.3175273406452675
2.0,8.312031279375901,-0.959330884882488,-0.989957290047368,0.9750000049826356,-0.5748180878814995,0.4560095495885288,0.1624147068556587,1.3477070805835398,1.4289355960451526,0.2313912790695371,-0.4098475073815004,0.014571519658641,0.2658844257215857
3.0,8.780526288917127,-0.9999990575228508,-0.99016382041568,1.220000076184784,-0.7580634032895566,0.0121375345834682,0.1935356396912418,2.184824880368657,2.1439500227549337,0.2804750153885433,-0.5287861603307703,0.4397452220498188,0.2856627872665285
4.0,2.637266176975862,-0.9956089743839672,-0.8954073662092392,2.9179024125069546,-0.0310349150805996,0.9788431343904084,0.3694177029051026,2.0102190007999408,1.5938537716114602,0.1429331291866471,-0.218647665797413,0.1996989487492428,0.3681699953024924
5.0,8.766256354847318,-0.9115751772780498,-0.9827444435355116,0.9491931900123792,-0.6541419225105453,0.1133469607088327,0.1850792295638634,1.2850926326918488,1.498618740407474,0.2469053149864341,-0.4059561683252737,0.1024908074164863,0.3322072038999293
6.0,8.412390410514295,-1.0,-0.7075248895021644,0.7400000751959956,-0.1168697955870941,0.3935627468255483,0.2876045193736501,1.702502301926594,1.2720631131559978,0.3662743792984823,-0.2568597071205422,0.4662466439068513,0.3332275866830292
7.0,8.901863636674314,-0.9344304441713244,-0.8618840683906526,1.0049311235299054,-0.4814911151856353,0.4516383151961352,0.2252369430734058,1.4964665534003276,1.3134853388866772,0.2215422682206886,-0.191295888274297,0.0031690464249553,0.3204333307302386
8.0,9.49887029635524,-0.9029263373550152,-0.9802238091341156,0.9117922907058738,-0.6073230518218077,0.1647474387568861,0.1643465591345731,1.1885445230003622,1.2618896627111036,0.2216734554719404,-0.2400433805053917,0.1315338464609626,0.3121654379993174
9.0,3.898736028643078,-0.9886470385536016,-0.8923059050985562,1.665000008414648,0.0137999662271304,0.9864734932290066,0.3337282321715304,1.005772599051509,0.7381640493718626,0.1849893031701863,-0.0772901832644943,0.1858060438869508,0.3158352743503669
10.0,9.957604523247957,-0.9109338876677042,-0.9749896240930034,1.030398409795169,-0.6532859250040592,0.2318442837125308,0.2429667912768628,1.4272762192164214,1.5357222577571563,0.2075925136466974,-0.3570894219895264,0.0933810710061062,0.3646226652803674
11.0,8.304264038852235,-0.9105945050769642,-0.9018589209960196,0.7527130556376427,-0.4532727498682237,0.0767490631603096,0.152826875760994,1.450160776867606,1.3874235824147283,0.3311825465396449,-0.3379121663421871,0.5266271508465259,0.3118222606670632
12.0,7.234755779865156,-0.9396813593760972,-0.9626411635135058,1.3822979893301413,-0.7463422318157111,0.0342655921962031,0.2088891433446192,1.908724814509681,2.027498650706312,0.2323043778961456,-0.4568251531203904,0.2308036937872863,0.3255797529786183
