,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,8.0,1215.7330862908798,1144.6230316807123,2506.7333481952865,2364.5132389749515,0.0,0.0
