,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,sz,nondectime
0,4.0,4.978108136298006,5.061299225039601,4.599023396453585,5.260582592077673,7.513578336271549,-0.9977656861119194,-0.8745100790984061,-0.6487763161003386,-0.854131683441984,1.2693984355337025,1.6730745520744918,-0.19830523784939302,0.9446679116267452,0.3054262943273194,0.8981059027854055,0.9939136787545078,0.9327803872241589,0.6675094088665049,0.24001825339430233,0.23950930362481782,0.2539339176040039,0.25297155517149017,0.14930111010941394,0.16684728691708833,0.14023420509610196,0.1475413757808572,0.13086740852124346,0.12191598276008958,-0.057551775713262976,0.07815524513802008,0.3207933612132588
