,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime
0,4.0,9.829382176109316,9.831447394222138,-0.9868867222311336,-0.9431308695377646,-0.815791822246348,-0.9903912459374743,0.17448617302963276,0.14913682781073767,0.049219134832366014,0.3237164526315831,0.8493084615255326,1.0,0.8774810078161059,0.581839759220036,0.23966060956976787,0.20964388401000078,0.16115221385886525,0.12671854079118927,0.0021590679101687674,0.32309542676010405
