,B (DDM),v (DDM),x0 (DDM),sz (DDM),k,z,a/B,x0,sz
0,1.0,0.2,-1.0,0.0,5.654811268588926,-0.782170358000617,0.528147380636764,-0.7395155868188652,-0.6795763116480593
1,1.0,0.2,-0.9797979797979798,0.0,9.70484037897333,0.01697350498441108,0.5290119428987077,-0.966517476477706,0.0341651626155286
2,1.0,0.2,-0.9595959595959596,0.0,1.6400710655212767,0.8702899178013055,0.7299999560001544,-0.9495933716477793,0.034776399913745815
3,1.0,0.2,-0.9393939393939394,0.0,7.6124154552735845,0.5943090107487783,0.43800001056369264,-0.8582039166213654,0.09368400226147577
4,1.0,0.2,-0.9191919191919192,0.0,3.250990059316857,0.19748978759327973,0.6969999940310045,-0.8944462759116194,0.019156117219735647
5,1.0,0.2,-0.898989898989899,0.0,3.6592901507512026,0.969404102764158,0.5210216132619458,-0.8148594526556637,0.10119795721458846
6,1.0,0.2,-0.8787878787878788,0.0,0.47561663378584434,0.6002566540932849,1.5039999928039907,-0.917905785827514,0.023554759054381424
7,1.0,0.2,-0.8585858585858586,0.0,0.37793964720350814,0.8973872838126744,1.4030000047917994,-0.8952689975404396,0.3167425886461068
8,1.0,0.2,-0.8383838383838383,0.0,0.750674099582729,0.9798155622589168,1.0550000011332674,-0.8458638126824833,0.0006651499419596529
9,1.0,0.2,-0.8181818181818181,0.0,0.7070402052935343,0.7176776383248566,1.0528649467459414,-0.818077676107304,0.38323579393233187
10,1.0,0.2,-0.797979797979798,0.0,0.43750489333926446,-0.013480869698144875,1.858999962407382,-0.9031460382736756,-0.004747207121722163
11,1.0,0.2,-0.7777777777777778,0.0,1.6820602490303274,0.5183452160828191,0.8160000079625952,-0.718873759980814,0.00513968632211248
12,1.0,0.2,-0.7575757575757576,0.0,0.9668069425368504,0.7286064683002903,0.9449999218824963,-0.732675638126936,0.026431446167638928
13,1.0,0.2,-0.7373737373737373,0.0,1.56752776982125,0.923269416368141,0.7450000356884603,-0.6136060273243442,0.4792497208002997
14,1.0,0.2,-0.7171717171717171,0.0,1.8427020728400747,-0.34187153829450884,1.3269999684458542,-0.6684635860442338,0.5248560239836872
15,1.0,0.2,-0.696969696969697,0.0,1.2080017414244149,0.6177664578934791,0.8770000383527439,-0.5975929303056919,0.392712097838561
16,1.0,0.2,-0.6767676767676767,0.0,1.3954115726543925,0.2312602911953936,1.0186736764168023,-0.6068218690002802,0.35398886398122964
17,1.0,0.2,-0.6565656565656566,0.0,1.5027935046822565,0.8149586113919656,0.9773210305299553,-0.18998658290805448,0.6894770735966025
18,1.0,0.2,-0.6363636363636364,0.0,1.6278753213443795,0.9615495835824396,0.8979999959418301,-0.2041450327766665,0.6542030659777804
19,1.0,0.2,-0.6161616161616161,0.0,0.4953052560302769,-0.23866365310961593,2.503000025172289,-0.566699304490912,0.7102220805946715
20,1.0,0.2,-0.5959595959595959,0.0,0.19184452239258798,0.9696573089632371,2.6529999857280155,-0.23487885630238725,0.8978169657048076
21,1.0,0.2,-0.5757575757575757,0.0,0.8694686838376651,-0.21696922150271547,1.9064329950859866,-0.5156799767660396,0.5678136542505299
22,1.0,0.2,-0.5555555555555556,0.0,0.1118955991355719,0.9766914564307658,3.831398644993487,-0.11126061432764034,0.8092423406500588
23,1.0,0.2,-0.5353535353535352,0.0,0.8955673830003635,-0.15828797867178043,1.792999944925017,-0.4869599039706788,0.6117618937465237
24,1.0,0.2,-0.5151515151515151,0.0,1.8313238151498545,-0.02653992104488634,1.3347835707809594,-0.3375491547263376,0.42642931944545914
25,1.0,0.2,-0.4949494949494949,0.0,0.13347383228842524,-0.22509590539844848,4.987432130529329,-0.5512968726187495,0.8622235005829555
26,1.0,0.2,-0.4747474747474747,0.0,0.10126554434476898,0.8026086402854895,3.4779524080583943,-0.24280156948848874,0.7357179464617671
27,1.0,0.2,-0.4545454545454545,0.0,0.5939855568938922,-0.23856138540049318,2.3409999620367477,-0.5178587618906758,0.5581140384864183
28,1.0,0.2,-0.43434343434343425,0.0,0.35130832420011443,-0.20105859615895783,2.9109999861419213,-0.45360164199557995,0.6151505270284676
29,1.0,0.2,-0.41414141414141414,0.0,0.10050943819090374,0.9969359887171547,4.978832513328957,0.4940584378768209,0.6301792046023929
30,1.0,0.2,-0.3939393939393939,0.0,1.178907728059135,-0.6976742268796863,1.591304045773048,-0.713047998811584,0.03774473134410927
31,1.0,0.2,-0.3737373737373737,0.0,0.14007760312895662,0.15892892986590013,4.786999984960644,0.034308501887832854,0.2476298260042522
32,1.0,0.2,-0.3535353535353535,0.0,0.7725090527926382,-0.4524796809343705,2.2400461863909378,-0.5524954660003496,0.33813632282403705
33,1.0,0.2,-0.33333333333333326,0.0,0.2955522166614637,0.25606434395068267,4.01814511595405,0.25984548875768687,0.017500675089792583
34,1.0,0.2,-0.31313131313131304,0.0,0.17542330281780782,0.14869368678745118,4.979999996969582,0.1480950156434504,0.00014526149121141252
35,1.0,0.2,-0.2929292929292928,0.0,1.2107028162736229,-0.20877305155178127,1.7168087530710565,-0.24985080431790507,0.028269684594137923
