,Subject,k,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,l,m1,m2,m3,mNW,BA,BS,x0,sz,nondectime,"LogLoss (nlDDM, train)","LogLoss (OU, train)","BIC (nlDDM, train)","BIC (OU, train)","LogLoss (nlDDM, test)","LogLoss (OU, test)","BIC (nlDDM, test)","BIC (OU, test)",# train samples,# test samples
0,14.0,2.347943042638707,-0.9852934709606332,-0.8487817026227304,-0.6723838502067507,-0.7495459609731483,1.354966461806743,1.9117149469059787,-0.26471953155160566,0.8936811097260176,0.25284993616070806,0.10002462657331002,0.6882009410534682,0.6140656849157988,0.4162979808647025,0.478638613902727,0.2997700761402262,0.17146658012413107,0.021359024881624666,0.004075499540447836,0.32404946896905185,-40.369991415576955,17.664341688923493,-7.495083037668593,108.5735831713323,41.28241843540172,128.23934592950704,141.96654939800777,315.8804043862184,1517.0,380.0
