,Bound (DDM),Drift (DDM),SP (DDM),SP var (DDM),k,z,a/B,x0,sz
219,2.0,1.0,0.2,0.1,0.1801783480422472,-0.9463908172798546,3.459974780211564,-0.6297473899778181,0.11228567791658517
220,2.0,0.0,0.2,0.2,0.10013814800568888,-0.9935921624895413,4.33697520420151,-0.6940022219976307,0.009957323165278142
221,2.0,0.5,0.2,0.2,0.10013522742091843,-0.9800593297285166,4.975999967894506,-0.7401629348086272,0.01516396043524304
222,2.0,0.7,0.2,0.2,0.10019723583717965,-0.9411496505341161,4.48962684252778,-0.5892587499800339,0.22186674103660625
223,2.0,1.0,0.2,0.2,0.10015473546498728,-0.9906856606839465,4.2029999973662315,-0.4931394939018118,0.29530373068985133
224,2.0,0.0,0.5,0.0,0.10013385613126857,-0.9883082411115968,4.917772009254661,-0.7261571635111528,0.0031241954363095403
225,2.0,0.5,0.5,0.0,0.10038897467299357,-0.9284843808752505,3.8575761085930695,-0.19543395071242364,0.38181003174823763
226,2.0,0.7,0.5,0.0,0.2049483171406994,-0.9023638476187028,2.57672854209622,-0.052114699736028114,0.4061938468808408
227,2.0,1.0,0.5,0.0,0.15338100107259134,-0.9457014729988228,3.5195317992373023,-0.15527251834725186,0.49045098085501243
228,2.0,0.0,0.5,0.05,0.10019773964536416,-0.9846360699818764,4.967981830858376,-0.7012043555763384,0.0032765076053851705
229,2.0,0.5,0.5,0.05,0.10236145186898539,-0.9789991732211714,3.613999988170464,-0.16640249358240922,0.37645410339093277
230,2.0,0.7,0.5,0.05,0.15339280390312293,-0.9935689730047069,2.9348293949553987,-0.04218473517367172,0.4233362596581657
231,2.0,1.0,0.5,0.05,0.1767911636194628,-0.9816764195954665,3.3599999805708998,-0.2373176399948861,0.5399630804104529
232,2.0,0.0,0.5,0.1,0.14712196448689682,-0.8963337799279126,4.173999992259205,-0.6671115993913437,0.05008493008514786
233,2.0,0.5,0.5,0.1,0.22587590326917084,-0.9197492740604977,2.41691031983506,-0.1917703699267168,0.2975255874086495
234,2.0,0.7,0.5,0.1,0.10195992879065052,-0.7722533822557207,3.8195679153098716,0.017854335086636475,0.3556045739464264
235,2.0,1.0,0.5,0.1,0.24013148132183737,-0.9907175449337149,2.5809642171563634,-0.07158772566447147,0.47922675335928244
236,2.0,0.0,0.5,0.2,0.10003408631968025,-0.980019848994665,4.309896294660964,-0.5418084628876143,0.2691438169152474
237,2.0,0.5,0.5,0.2,0.18515092179619153,-0.8927360032079298,2.5687788616384566,-0.01803573431926464,0.3451589287155354
238,2.0,0.7,0.5,0.2,0.1672889515874756,-0.9713072275440187,2.7676513395865734,-0.016210996482107998,0.3930679781786951
239,2.0,1.0,0.5,0.2,0.1767212394293356,-0.7848088403805633,3.3205173706930555,-0.0033280696020532297,0.49035236683543
240,2.0,0.0,0.8,0.0,0.21946304688993878,-0.9664529719277293,2.5059999907518313,0.20136792460624275,0.9096737335865603
241,2.0,0.5,0.8,0.0,2.0059719942755874,-0.6973759634267818,0.8379999789978569,0.34338715247662055,0.5368893271634719
242,2.0,0.7,0.8,0.0,2.855131460479327,-0.9073352020658437,0.7099999920573838,0.4207351984459702,0.0108047136674293
243,2.0,1.0,0.8,0.0,1.4385840932742346,-0.8437653029376442,1.8623491609926188,-0.07674839811164158,0.706749737521628
244,2.0,0.0,0.8,0.05,0.23232134678566574,-0.8583452467081467,2.551241650109773,0.20850541883012141,0.8837260250165883
245,2.0,0.5,0.8,0.05,0.5747640828074803,-0.8057559342480772,1.9539999758899433,0.14136863834616298,0.8668045863666685
246,2.0,0.7,0.8,0.05,1.1706148494436888,-0.8792808053132438,1.0360000241145084,0.5909846439898492,0.004958451256769303
247,2.0,1.0,0.8,0.05,1.51458827699744,-0.9672558834088743,1.7279845836060073,-0.05462073483204488,0.7754896165619091
248,2.0,0.0,0.8,0.1,0.1803771457953064,-0.9468450702832171,2.7969999926437588,0.21126894373599203,0.9032260352132755
249,2.0,0.5,0.8,0.1,1.92853662863695,-0.6299693569223722,0.8119999595558782,0.48588499627248183,0.2145771687647124
250,2.0,0.7,0.8,0.1,3.1232304567819558,-0.9151388915904972,0.6639941423657647,0.39683900220185286,0.03711162741734758
251,2.0,1.0,0.8,0.1,1.7149848467862658,-0.8336803409871502,1.6490000271125587,-0.023426918888455606,0.6638225008057154
252,2.0,0.0,0.8,0.2,0.10052940089550376,-0.8108071908289372,4.033999932449976,0.24123278270716453,0.9447792274217491
253,2.0,0.5,0.8,0.2,2.081122663716101,-0.6507979014769332,0.8129996793812723,0.3967819219167379,0.4918693152397617
254,2.0,0.7,0.8,0.2,3.2120905122724186,-0.8502286665911656,0.6649999061820449,0.3981473261116171,0.04813543912599044
255,2.0,1.0,0.8,0.2,7.827114097656384,-0.672168082255311,0.5899998891530454,0.28599163632496594,0.27569441362987
