,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime
0,7.0,9.957737512716232,9.849298225518083,-0.9926754605699794,-0.9977919766250596,-0.8385395956890469,-0.9822190544456164,0.24403606528318544,0.18499148520455932,0.01362658003501347,0.20342510966148147,0.45445499294076713,0.6015260717843687,0.36294468265137425,0.21399931499828398,0.2622830637259887,0.23276756138206234,0.20941389514504816,0.15789144878849676,0.001043131681913119,0.2013597605429729
