,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,9.0,5.421571356520389,9.25819233145637,-0.8667317755307148,-0.751899404632046,-0.6563570802444065,-0.7843724921213501,1.0973391908069599,1.2159800392560476,-0.5291349071696834,0.5805003238737838,0.2738632314899775,0.6684622557847415,0.751970698443045,0.6170479196380878,0.32965345587985323,0.28137481394339825,0.24893393414252601,0.1552007834900338,0.13053672045971138,-0.05198475187778695,0.03476406342477972,0.36700019820150664
