,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime,umixturecoef
0,3.0,1.469405916282419,1.71897811628103,-0.9289285336709846,-0.7809411538400924,-0.6884324791550931,-0.7509163510315755,1.2650000014883298,1.6000311486615366,0.04796117233164059,0.1237586486334401,0.09744226546051993,0.7499492499473978,1.0,0.7955348659316921,0.6014014694436544,0.36118078174595025,0.28320351788394055,0.18359483283267813,0.1401155093748358,0.00150571429577058,0.34781031330008116,0.025089748809994875
