,Subject,k,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,l,m1,m2,m3,mNW,BA,BS,x0,sz,nondectime,"LogLoss (nlDDM, train)","LogLoss (OU, train)","BIC (nlDDM, train)","BIC (OU, train)","LogLoss (nlDDM, test)","LogLoss (OU, test)","BIC (nlDDM, test)","BIC (OU, test)",# train samples,# test samples
0,14.0,2.197555935789926,-0.9980533606957023,-0.810166521817401,-0.6585867842050828,-0.7408849021335513,1.3845732858728999,2.0254057307183304,-0.23693353022014796,0.8999004149829167,0.2640806788521123,0.10042821830015036,0.6983826630484113,0.5859363796298709,0.4214701644502865,0.5009429386843678,0.3004733087421547,0.16357867922659475,-0.030943850694148733,0.008201069167427855,0.3105320402260492,-1.6187942937712663,25.531139260882963,70.01390099201322,124.31376810132167,3.2390514563381014,117.11494751530239,65.85346496350047,293.60525708142904,1518.0,379.0
