,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,1.0,-413.49752340194345,-1023.147373906197,-743.8341616886468,-1963.133862697154,0.0,0.0
