,Subject,k,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,l,m1,m2,m3,mNW,BA,BS,x0,sz,nondectime,"LogLoss (nlDDM, train)","LogLoss (OU, train)","BIC (nlDDM, train)","BIC (OU, train)","LogLoss (nlDDM, test)","LogLoss (OU, test)","BIC (nlDDM, test)","BIC (OU, test)",# train samples,# test samples
0,6.0,9.834670068437417,-0.8631352136479918,-0.8008285629199463,-0.7414597328577148,-0.793375486288494,1.005618554010894,1.222862312754977,-0.6862350551347776,0.3955282983205474,0.16669759224595632,0.1,1.0476510126225262,0.7847160225466231,0.5425867186039363,0.7705814297218329,0.2580315254036045,0.1775564018112803,-0.3652016731836244,0.020591235895405735,0.23287342597295888,-383.009187816407,-157.5370761389356,-692.662035813542,-241.71781245859916,-111.58204866876818,-72.42820012167337,-163.68374744572992,-85.37605035154029,1534.0,383.0
