,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,halfwidth,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,nondectime,halfwidth,umixturecoef
0,3.0,5.338108314138497,5.4241977987919485,5.877865951080702,6.583845100694361,7.1825120641514335,-0.850168600472207,-0.6633438933718336,-0.5791441011412639,-0.6085640967234865,0.7168867366610026,0.9550372591004135,0.0029246376262726526,0.21152441991415372,0.04925250838965117,0.09623590708382063,0.7378180218344371,1.0,0.8059947430192457,0.5708319554566457,0.3045266199531113,0.3035912521483628,0.3008142557044826,0.26058463572795276,0.20369592299266998,0.13870557445905324,0.14458396497487042,0.1269254195385891,0.11075908160116787,0.10457418134928276,0.00043629868132349925,0.39536432850369235,0.07802808262449076,0.015405069827522029
