,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,halfwidth,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,nondectime,halfwidth,umixturecoef
0,16.0,8.945798568531064,9.64718472982841,9.91719701811654,9.290369676023346,9.702629789686128,-0.9688107782877798,-0.9717833658091735,-0.8188052033014053,-0.9253346958745285,0.20711903353837924,0.1131742971916383,0.054686284638117505,0.42194027690131275,0.15590205217374575,0.02032274671845853,0.5081940944044335,0.8082552135916613,0.524519855211449,0.3538717061194765,0.27263864027835666,0.26044855874725265,0.23750573434814498,0.22108624085363227,0.21759435312180464,0.16907802163667646,0.12457547749518622,0.13260510380761714,0.10360125253038982,0.12006621874975648,0.0021403214713099847,0.37482455835654616,0.1261203633477864,0.011087220247891015
